schedule,mdrm,caption
RCD,RCFDK200,UNPD PRIN BAL LN MSD FV AUTO LN
RCF,RCFDK201,LIFE INS ASSET GNRL ACCNT
RCF,RCFDK202,LIFE INS ASSET SEPARATE ACCNT
RCCI,RCFDK203,LN RSTRCT HOUSE FAMILY AUTO LN
RCCI,RCFDK204,LN RSTRCT HOUSE FAMILY OTHR CNSMR LN
RCCI,RCFDK207,LN TO IND HH OTHR AUTO LN
RCCI,RCFDK208,OTHR CNSMR LN FV INDV HH FAM PERS
RCCI,RCFDK209,UNPD PRIN BAL LN IND HH OTHR CNSMR L
RCD,RCFDK210,TRDG ASSETS OTHR CNSMR LN TO INDV HH
RCD,RCFDK211,UNPD PRIN BAL LN MSD FV OTHR CNSMR L
RCCI,RCFDK212,LN RSTRCT DBT FRGN GVT OFFICIAL
RCN,RCFDK213,AUTO LN TO IND HH FAM PD 30 - 89
RCN,RCFDK214,AUTO LN TO IND HH FAM PD 90
RCN,RCFDK215,AUTO LN TO IND HH FAM NONACCRUAL
RCN,RCFDK216,OTHR LN TO IND HH FAM PD 30 - 89
RCN,RCFDK217,OTHR LN TO IND HH FAM PD 90
RCN,RCFDK218,OTHR LN TO IND HH FAM NONACCRUAL
RCCI,RCFDK267,OBLG ST POLITC SUBS IN US
RCN,RCFDK269,ITEMIZE LEASE FIN RCVBL PD 30 - 89
RCF,RCFDK270,LIFE INS ASSET HYBRID ACCNT
RCN,RCFDK271,ITEMIZE LEASE FIN RCVBL PD 90
RCN,RCFDK272,ITEMIZE LEASE FIN RCVBL NACRL
RCM,RCFDK273,ASSET SHR FDIC LEASE FNC REC
RCN,RCFDK274,CREDIT CARD LN HOUSE FAMILY PD 30 -
RCN,RCFDK275,CREDIT CARD LN HOUSE FAMILY PD 90
RCN,RCFDK276,CREDIT CARD LN HOUSE FAMILY NACRL
RCN,RCFDK277,ITEMIZE AUTO LN HOUSE FAMILY PD 30 -
RCN,RCFDK278,ITEMIZE AUTO LN HOUSE FAMILY PD 90
RCN,RCFDK279,ITEMIZE AUTO LN HOUSE FAMILY NACRL
RCN,RCFDK280,OTHR CNSMR LN HOUSE FAMILY PD 30 - 8
RCN,RCFDK281,OTHR CNSMR LN HOUSE FAMILY PD 90
RCN,RCFDK282,OTHR CNSMR LN HOUSE FAMILY NACRL
RCN,RCFDK283,ITEMIZE LN FRGN GVT OFFICIAL PD 30 -
RCN,RCFDK284,ITEMIZE LN FRGN GVT OFFICIAL PD 90
RCN,RCFDK285,ITEMIZE LN FRGN GVT OFFICIAL NACRL
RCN,RCFDK286,ITEMIZE OTHR LN PD 30 - 89
RCN,RCFDK287,ITEMIZE OTHR LN PD 90
RCN,RCFDK288,ITEMIZE OTHR LN NACRL
RCO,RCFDK652,AVG CNSL TOTAL ASSET
RCO,RCFDK653,AVG METHOD USED
RCO,RCFDK654,AVG TANGIBLE EQT
RCO,RCFDK655,HOLDING LT UNSCD DEBE ISS OTHR INS I
RCO,RCFDK656,BANKER'S BANK CERTIFICATION
RCO,RCFDK657,BNKRS BNK DEDUCTIONS
RCO,RCFDK658,BNKR BNK DEDUCTION LIMIT
RCO,RCFDK659,CUSTODIAL BANK CERTIFICATION
RCO,RCFDK660,CUST BANK DED
RCO,RCFDK661,CUST BANK DED LIMIT
RCO,RCFDK663,CRITICIZED CLASSIFIED SPECIAL
RCO,RCFDK664,CRITICIZED CLASSIFIED SUBSTANDARD
RCO,RCFDK665,CRITICIZED CLASSIFIED DOUBTFUL
RCO,RCFDK666,CRITICIZED CLASSIFIED LOSS
RCO,RCFDK667,SUBPRIME CNSMR LN
RCO,RCFDK668,LEVERAGED LN AND SCTY
RCO,RCFDK669,OREO RCV US GOVT GRNT INS PRV
RCO,RCFDK670,CMRL IND LN GRNT INS US GOVT
RCO,RCFDK671,CREDIT CARD LN GRNT INS US GOVT
RCO,RCFDK672,OTHR LN GRNT INS US GOVT
RCO,RCFDK673,AMT INST LARGE CNTRPTY EXP
RCO,RCFDK674,TOT AMT INST 20 LARGE CNTRPTY EXP
RCO,RCFDK675,NTRAD 1-4 FAM RES ML
RCO,RCFDK676,CNST LND DEV OTHR UNFND CMT
RCO,RCFDK677,CNST LND DEV OTHR GRNT US GOVT
RCR,RCFDL136,TOTAL ASSETS FOR LEVERAGE RATIO
RCR,RCFDL137,OTHR ADD DED FOR LEVERAGE CAP PURP
RCR,RCFDL138,TOTAL ASSETS LEVERAGE CAPITAL PURPOS
RCN,RCFDL183,PURCH CREDIT IMPR LN BAL PD 30 - 89
RCN,RCFDL184,PURCH CREDIT IMPR LN BAL PD 90
RCN,RCFDL185,PURCH CREDIT IMPR LN BAL NACRL
RCN,RCFDL186,PURCH CREDIT IMPR LN CARRY PD 30 - 8
RCN,RCFDL187,PURCH CREDIT IMPR LN CARRY 90
RCN,RCFDL188,PURCH CREDIT IMPR LN CARRY NACRL
RCO,RCFDL189,LN RESTRUCTURED IN TDR THAT COMPLY
RCO,RCFDL194,CNSLD TOT LIAB BEFORE EXCLUSIONS
RCO,RCFDL195,CNSLD TOT ALLOW EXCLUSIONS
RCO,RCFDL196,CNSLD  UNSEC MAT LE 1 YR
RCG,RCFDLB56,Operating lease liabilitie
RIC,RCFDM708,RE CNSTR LN RECD INVST:INDV IMPARMNT
RIC,RCFDM709,RE CNSTR LN ALLW BAL: INDV IMPAIRMNT
RIC,RCFDM710,RE CNSTR LN RECD INVST:COLL IMPARMNT
RIC,RCFDM711,RE CNSTR LN ALLW BAL: COLL IMPAIRMNT
RIC,RCFDM712,RE CNSTR LN REC INVST PUR CR IMPRMNT
RIC,RCFDM713,RE CNSTR LN ALLW BAL PUR CR IMPARMNT
RIC,RCFDM714,RE CMRL LN RECD INVST INDV IMPAIRMNT
RIC,RCFDM715,RE CMRL LN ALLW BAL: INDV IMPAIRMNT
RIC,RCFDM716,RE CMRL LN RECD INVST COLL IMPAIRMNT
RIC,RCFDM717,RE CMRL LN ALLW BAL: COLL IMPAIRMNT
RIC,RCFDM719,RE CMRL LN REC INVST PUR CR IMPARMNT
RIC,RCFDM720,RE CMRL LN ALLW BAL PUR CR IMPAIRMNT
RIC,RCFDM721,RE RESD LN RECD INVST INDV IMPAIRMNT
RIC,RCFDM722,RE RESD LN ALLW BAL: INDV IMPAIRMNT
RIC,RCFDM723,RE RESD LN RECD INVST:COLL IMPAIRMNT
RIC,RCFDM724,RE RESD LN ALLW BAL: COLL IMPAIRMNT
RIC,RCFDM725,RE RESD LN REC INVST PUR CR IMPARMNT
RIC,RCFDM726,RE RESD LN ALLW BAL:PUR CR IMPAIRMNT
RIC,RCFDM727,CMRL LN RECD INVST: INDV IMPAIRMNT
RIC,RCFDM728,CMRL LN ALLW BAL: INDV IMPAIRMNT
RIC,RCFDM729,CMRL LN RECD INVST: COLL IMPAIRMNT
RIC,RCFDM730,CMRL LN ALLW BAL: COLL IMPAIRMNT
RIC,RCFDM731,CMRL LN RECD INVST: PUR CR IMPAIRMNT
RIC,RCFDM732,CMRL LN ALLW BAL: PUR CR IMPAIRMNT
RIC,RCFDM733,CC LNS RECD INVST: INDV IMPAIRMNT
RIC,RCFDM734,CC LNS ALLW BAL: INDV IMPAIRMNT
RIC,RCFDM735,CC LNS RECD INVST: COL IMPAIRMNT
RIC,RCFDM736,CC LNS ALLW BAL: COL IMPAIRMNT
RIC,RCFDM737,CC LNS RECD INVST: PUR CC IMPAIRMNT
RIC,RCFDM738,CC LNS ALLW BAL: PUR COL IMPAIRMNT
RIC,RCFDM739,OTHR CONS LN RECD INVST IND IMPAIRMT
RIC,RCFDM740,OTHR CONS LN ALLW BAL:INDV IMPAIRMNT
RIC,RCFDM741,OTHR CONS LN RECD INVST COL IMPARMT
RIC,RCFDM742,OTHR CONS LN ALLW BAL: COL IMPAIRMNT
RIC,RCFDM743,OTR CONS LN REC INVST PUR CR IMPRMNT
RIC,RCFDM744,OTR CONS LN ALW BAL PUR CR IMPAIRMNT
RIC,RCFDM745,UNALLOCATED  ALLW BAL: COL IMPAIRMNT
RIC,RCFDM746,TOTAL RECORDED INVST: INDV IMPAIRMNT
RIC,RCFDM747,TOTAL ALLOWANCE BAL: INDV IMPAIRMNT
RIC,RCFDM748,TOTAL RECORDED INVST: COL IMPAIRMNT
RIC,RCFDM749,TOTAL ALLOWANCE BAL: COL IMPAIRMNT
RIC,RCFDM750,TOTAL RECORDED INVST PUR CR IMPARMNT
RIC,RCFDM751,TOTAL ALLOWANCE BAL:PUR CR IMPAIRMNT
RCO,RCFDM963,NON-AGENCY RESIDENTIAL MBS
RCO,RCFDM964,2 YR PRB 1-4 FM RES ASSMNT LE 1 PCT
RCO,RCFDM965,2YR PRB DFLT 1-4 FM RES LN 7-10 PCT
RCO,RCFDM966,2YR PRB DFLT 1-4 FM RES LN 4-7 PCT
RCO,RCFDM967,2YR PRB DFLT 1-4 FM RES LN 7-10 PCT
RCO,RCFDM968,2YR PRB DFLT 1-4 FM RES LN 10-14 PCT
RCO,RCFDM969,2YR PRB DFLT 1-4 FM RES LN 14-16 PCT
RCO,RCFDM970,2YR PRB DFLT 1-4 FM RES LN 16-18 PCT
RCO,RCFDM971,2YR PRB DFLT 1-4 FM RES LN 18-20 PCT
RCO,RCFDM972,2YR PRB DFLT 1-4 FM RES LN 20-22 PCT
RCO,RCFDM973,2 YR PRB 1-4 FM RES ASSMNT 22-26 PCT
RCO,RCFDM974,2 YR PRB 1-4 FM RES ASSMNT 26-30 PCT
RCO,RCFDM975,2 YR PRB 1-4 FM RES ASSMNT GT 30
RCO,RCFDM976,2 YR PRB 1-4 FM RES ASSMNT UNSCORE
RCO,RCFDM977,2 YR PRB 1-4 FM RES ASSMNT TOTAL
RCO,RCFDM978,2 YR PRB 1-4 FM RES ASSMNT PD DERVD
RCO,RCFDM979,2YR PRB DFLT 1-4 FM 1ST LN LE 1 PCT
RCO,RCFDM980,2YR PRB DFLT 1-4 FM 1ST LN 1-4 PCT
RCO,RCFDM981,2YR PRB DFLT 1-4 FM 1ST LN 4-7 PCT
RCO,RCFDM982,2YR PRB DFLT 1-4 FM 1ST LN 7-10 PCT
RCO,RCFDM983,2YR PRB DFLT 1-4 FM 1ST LN 10-14 PCT
RCO,RCFDM984,2YR PRB DFLT 1-4 FM 1ST LN 14-16 PCT
RCO,RCFDM985,2YR PRB DFLT 1-4 FM 1ST LN 16-18 PCT
RCO,RCFDM986,2YR PRB DFLT 1-4 FM 1ST LN 18-20 PCT
RCO,RCFDM987,2YR PRB DFLT 1-4 FM 1ST LN 20-22 PCT
RCO,RCFDM988,2YR PRB DFLT 1-4 FM 1ST LN 22-26 PCT
RCO,RCFDM989,2YR PRB DFLT 1-4 FM 1ST LN 26-30 PCT
RCO,RCFDM990,2YR PRB DFLT 1-4 FM 1ST LN >30 PCT
RCO,RCFDM991,2YR PRB DFLT 1-4 FM 1ST LN UNSCORE
RCO,RCFDM992,2YR PRB DFLT 1-4 FM 1ST LN TOTAL
RCO,RCFDM993,2YR PRB DFLT 1-4 FM 1ST LN PD DRVED
RCO,RCFDM994,2YR PRB DFLT 1-4 FM JNR LN LE 1 PCT
RCO,RCFDM995,2YR PRB DFLT 1-4 FM JNR LN 1-4 PCT
RCO,RCFDM996,2YR PRB DFLT 1-4 FM JNR LN 4-7 PCT
RCO,RCFDM997,2YR PRB DFLT 1-4 FM JNR LN 7-10 PCT
RCO,RCFDM998,2YR PRB DFLT 1-4 FM JNR LN 10-14 PCT
RCO,RCFDM999,2YR PRB DFLT 1-4 FM JNR LN 14-16 PCT
RCB,RCFDMG95,Amortized cost of available-for-sale
RCO,RCFDMW53,Applicable portion of the CECL trans
RCO,RCFDN001,2YR PRB DFLT 1-4 FM JNR LN 16-18 PCT
RCO,RCFDN002,2YR PRB DFLT 1-4 FM JNR LN 18-20 PCT
RCO,RCFDN003,2YR PRB DFLT 1-4 FM JNR LN 20-22 PCT
RCO,RCFDN004,2YR PRB DFLT 1-4 FM JNR LN 22-26 PCT
RCO,RCFDN005,2YR PRB DFLT 1-4 FM JNR LN 26-30 PCT
RCO,RCFDN006,2YR PRB DFLT 1-4 FM JNR LN GT 30 PCT
RCO,RCFDN007,2YR PRB DFLT 1-4 FM JNR LN UNSCORE
RCO,RCFDN008,2YR PRB DFLT 1-4 FM JNR LN TOTAL
RCO,RCFDN009,2YR PRB DFLT 1-4 FM JNR LN PD DRVED
RCO,RCFDN010,2YR PRB DFLT RV 1-4 FM LN LE 1 PCT
RCO,RCFDN011,2YR PRB DFLT RV 1-4 FM LN 1-4 PCT
RCO,RCFDN012,2YR PRB DFLT RV 1-4 FM LN 4-7 PCT
RCO,RCFDN013,2YR PRB DFLT RV 1-4 FM LN 7-10 PCT
RCO,RCFDN014,2YR PRB DFLT RV 1-4 FM LN 10-14 PCT
RCO,RCFDN015,2YR PRB DFLT RV 1-4 FM LN 14-16 PCT
RCO,RCFDN016,2YR PRB DFLT RV 1-4 FM LN 16-18 PCT
RCO,RCFDN017,2YR PRB DFLT RV 1-4 FM LN 18-20 PCT
RCO,RCFDN018,2YR PRB DFLT RV 1-4 FM LN 20-22 PCT
RCO,RCFDN019,2YR PRB DFLT RV 1-4 FM LN 22-26 PCT
RCO,RCFDN020,2YR PRB DFLT RV 1-4 FM LN 26-30 PCT
RCO,RCFDN021,2YR PRB DFLT RV 1-4 FM LN GT 30 PCT
RCO,RCFDN022,2YR PRB DFLT RV 1-4 FM LN UNSCORE
RCO,RCFDN023,2YR PRB DFLT RV 1-4 FM LN TOTAL
RCO,RCFDN024,2YR PRB DFLT RV 1-4 FM LN PD DRVED
RCO,RCFDN025,NONTRAD 1-4 FAM RESD LOANS
RCO,RCFDN026,SEC  NONTRAD 1-4 FAM RESD LOANS
RCO,RCFDN027,HIGHER RISK CONSUMER LNS
RCO,RCFDN028,SEC HIGHER RISK CONSUMER LNSS
RCO,RCFDN029,HIGHER RISK C&I LOANS
RCO,RCFDN030,SEC HIGHER RISK C&I LOANS
RCO,RCFDN040,2YR PRB DFLT CRDT CRD LN  LE 1 PCT
RCO,RCFDN041,2YR PRB DFLT CREDIT CARD LN  1-4 PCT
RCO,RCFDN042,2YR PRB DFLT CREDIT CARD LN  4-7 PCT
RCO,RCFDN043,2YR PRB DFLT CRDT CRD LN  7-10 PCT
RCO,RCFDN044,2YR PRB DFLT CRDT CRD LN  10-14 PCT
RCO,RCFDN045,2YR PRB DFLT CRDT CRD LN  14-16 PCT
RCO,RCFDN046,2YR PRB DFLT CRDT CRD LN  16-18 PCT
RCO,RCFDN047,2YR PRB DFLT CRDT CRD LN  18-20 PCT
RCO,RCFDN048,2YR PRB DFLT CRDT CRD LN  20-22 PCT
RCO,RCFDN049,2YR PRB DFLT CRDT CRD LN  22-26 PCT
RCO,RCFDN050,2YR PRB DFLT CRDT CRD LN  26-30 PCT
RCO,RCFDN051,2YR PRB DFLT CRDT CRD LN  GT 30 PCT
RCO,RCFDN052,2YR PRB DFLT CRDT CRD LN  GT UNSCORE
RCO,RCFDN053,2YR PRB DFLT CREDIT CARD LN  TOTAL
RCO,RCFDN054,2YR PRB DFLT CRDT CRD LN  PD DRVED
RCO,RCFDN055,2YR PRB DFLT AUTO LN LE 1 PCT
RCO,RCFDN056,2YR PRB DFLT AUTO LN 1-4 PCT
RCO,RCFDN057,2YR PRB DFLT AUTO LN 4-7 PCT
RCO,RCFDN058,2YR PRB DFLT AUTO LN 7-10 PCT
RCO,RCFDN059,2YR PRB DFLT AUTO LN 10-14 PCT
RCO,RCFDN060,2YR PRB DFLT AUTO LN 14-16 PCT
RCO,RCFDN061,2YR PRB DFLT AUTO LN 16-18 PCT
RCO,RCFDN062,2YR PRB DFLT AUTO LN 18-20 PCT
RCO,RCFDN063,2YR PRB DFLT AUTO LN 20-22 PCT
RCO,RCFDN064,2 YR PRB DEFAULT AUTO LN 22-26 PCT
RCO,RCFDN065,2 YR PRB DEFAULT AUTO LN 26-30 PCT
RCO,RCFDN066,2 YR PRB DEFAULT AUTO LN GT 30 PCT
RCO,RCFDN067,2 YR PRB DEFAULT AUTO LN UNSCOREABLE
RCO,RCFDN068,2 YR PRB DEFAULT AUTO LN TOTAL
RCO,RCFDN069,2 YR PRB DEFAULT AUTO LN  PDS DERVD
RCO,RCFDN070,2 YR PRB DEFLT STUDENT LN LE 1 PCT
RCO,RCFDN071,2 YR PRB DEFLT STUDENT LN 1-4 PCT
RCO,RCFDN072,2 YR PRB DEFLT STUDENT LN 4-7 PCT
RCO,RCFDN073,2 YR PRB DEFLT STUDENT LN 7-10 PCT
RCO,RCFDN074,2 YR PRB DEFLT STUDENT LN 10-14 PCT
RCO,RCFDN075,2 YR PRB DEFLT STUDENT LN 14-16 PCT
RCO,RCFDN076,2 YR PRB DEFLT STUDENT LN 16-18 PCT
RCO,RCFDN077,2 YR PRB DEFLT STUDENT LN 18-20 PCT
RCO,RCFDN078,2 YR PRB DEFLT STUDENT LN 20-22 PCT
RCO,RCFDN079,2 YR PRB DEFLT STUDENT LN 22-26 PCT
RCO,RCFDN080,2 YR PRB DEFLT STUDENT LN 26-30 PCT
RCO,RCFDN081,2 YR PRB DEFLT STUDENT LN GT 30 PCT
RCO,RCFDN082,2 YR PRB DEFLT STUDENT LN UNSCORE
RCO,RCFDN083,2 YR PRB DEFLT STUDENT LN TOTAL
RCO,RCFDN084,2 YR PRB DEFLT STUDENT LN DRVED
RCO,RCFDN085,2YR PRB DFLT OTH CNS LN  LE 1 PCT
RCO,RCFDN086,2YR PRB DFLT OTH CNS LN  1-4 PCT
RCO,RCFDN087,2YR PRB DFLT OTH CNS LN  4-7 PCT
RCO,RCFDN088,2YR PRB DFLT OTH CNS LN  7-10 PCT
RCO,RCFDN089,2YR PRB DFLT OTH CNS LN  10-14 PCT
RCO,RCFDN090,2YR PRB DFLT OTH CNS LN  14-16 PCT
RCO,RCFDN091,2YR PRB DFLT OTH CNS LN  16-18 PCT
RCO,RCFDN092,2YR PRB DFLT OTH CNS LN  18-20 PCT
RCO,RCFDN093,2YR PRB DFLT OTH CNS LN  20-22 PCT
RCO,RCFDN094,2YR PRB DFLT OTH CNS LN  22-26 PCT
RCO,RCFDN095,2YR PRB DFLT OTH CNS LN  26-30 PCT
RCO,RCFDN096,2YR PRB DFLT OTH CNS LN  GT 30 PCT
RCO,RCFDN097,2YR PRB DFLT OTH CNS LN  UNSCOREBLE
RCO,RCFDN098,2YR PRB DFLT OTH CNS LN  TOTAL
RCO,RCFDN099,2YR PRB DFLT OTH CNS LN PD DRVED
RCO,RCFDN100,2YR PRB DFLT CONS LEASES  LE 1 PCT
RCO,RCFDN101,2YR PRB DFLT CONS LEASES  1-4 PCT
RCO,RCFDN102,2YR PRB DFLT CONS LEASES  4-7 PCT
RCO,RCFDN103,2YR PRB DFLT CONS LEASES 7-10 PCT
RCO,RCFDN104,2YR PRB DFLT CONS LEASES 10-14 PCT
RCO,RCFDN105,2YR PRB DFLT CONS LEASES 14-16 PCT
RCO,RCFDN106,2YR PRB DFLT CONS LEASES 16-18 PCT
RCO,RCFDN107,2YR PRB DFLT CONS LEASES 18-20 PCT
RCO,RCFDN108,2YR PRB DFLT CONS LEASES 20-22 PCT
RCO,RCFDN109,2YR PRB DFLT CONS LEASES 22-26 PCT
RCO,RCFDN110,2YR PRB DFLT CONS LEASES 26-30 PCT
RCO,RCFDN111,2YR PRB DFLT CONS LEASES GT 30 PCT
RCO,RCFDN112,2YR PRB DFLT CONS LEASES UNSCOREABLE
RCO,RCFDN113,2YR PRB DFLT CONS LEASES TOTAL
RCO,RCFDN114,2YR PRB DFLT CONS LEASES PD DERVD
RCO,RCFDN115,2YR PRB DFLT TOTAL LN  LE 1 PCT
RCO,RCFDN116,2YR PRB DFLT TOTAL LN  1-4 PCT
RCO,RCFDN117,2YR PRB DFLT TOTAL LN  4-7 PCT
RCO,RCFDN118,2YR PRB DFLT TOTAL LN  7-10 PCT
RCO,RCFDN119,2YR PRB DFLT TOTAL LN  10-14 PCT
RCO,RCFDN120,2YR PRB DFLT TOTAL LN  14-16 PCT
RCO,RCFDN121,2YR PRB DFLT TOTAL LN  16-18 PCT
RCO,RCFDN122,2YR PRB DFLT TOTAL LN  18-20 PCT
RCO,RCFDN123,2YR PRB DFLT TOTAL LN  20-22 PCT
RCO,RCFDN124,2YR PRB DFLT TOTAL LN  22-26 PCT
RCO,RCFDN125,2YR PRB DFLT TOTAL LN  26-30 PCT
RCO,RCFDN126,2YR PRB DFLT TOTAL LN  GT 30 PCT
RCO,RCFDN127,2YR PRB DFLT TOTAL LN UNSCOREABLE
RCO,RCFDN128,2YR PRB DFLT TOTAL LN TOTAL
RCO,RCFDN177,CNST LND DEV OTHR FUND GRNT US GOVT
RCO,RCFDN178,US GRN LNS SEC MLTFM RES AND NONRES
RCO,RCFDN179,US GRN LNS SEC FRST LNS 1-4 RES PRPT
RCO,RCFDN180,US GRN LNS SEC JR LIENS 1-4 FM RESD
RCO,RCFDN181,US GRN LNS SEC COMM AND INDUST LNS
RCO,RCFDN182,US GRN LNS SEC CC LNS TO IND HLD FAM
RCO,RCFDN183,US GRN LNS ALL OTHER LOANS
RCB,RCFDPU98,Structured financial products guaran
RCB,RCFDPU99,Structured financial products guaran
RCB,RCFDPV00,Structured financial products guaran
RCB,RCFDPV01,Structured financial products guaran
RCCI,RCFDPV05,Loans to mortgage credit intermediar
RCCI,RCFDPV06,Loans to business credit intermediar
RCCI,RCFDPV07,Loans to private equity funds -- Con
RCCI,RCFDPV08,Loans to consumer credit intermediar
RCCI,RCFDPV09,Other loans to nondepository financi
RCL,RCFDPV10,Loans to depository financial instit
RCL,RCFDPV11,Loans to nondepository financial ins
RCL,RCFDPV12,Loans to mortgage credit intermediar
RCL,RCFDPV13,Loans to business credit intermediar
RCL,RCFDPV14,Loans to private equity fund
RCL,RCFDPV15,Loans to consumer credit intermediar
RCL,RCFDPV16,Other loans to nondepository financi
RCN,RCFDPV23,Loans to mortgage credit intermediar
RCN,RCFDPV24,Loans to business credit intermediar
RCN,RCFDPV25,Loans to private equity funds -- Dom
RCRII,RCFDS396,CASH AND BALANCERTED IN COLUMN A
RCRII,RCFDS397,CASH AND BALANCE WEIGHT CATEGORY
RCRII,RCFDS398,CASH AND BALANCE WEIGHT CATEGORY
RCRII,RCFDS399,HELD-TO-MATURITYRTED IN COLUMN A
RCRII,RCFDS400,HELD-TO-MATURITY WEIGHT CATEGORY
RCRII,RCFDS402,AVAILABLE-FOR-SARTED IN COLUMN A
RCRII,RCFDS403,AVAILABLE-FOR-SA WEIGHT CATEGORY
RCRII,RCFDS405,TOTAL AVAILABLE-FOR-SALE SECURITIES
RCRII,RCFDS406,TOTAL AVAILABLE-FOR-SALE SECURITIES
RCRII,RCFDS413,TOTAL LOANS AND TGAGE EXPOSURES
RCRII,RCFDS414,LOANS AND LEASESRTED IN COLUMN A
RCRII,RCFDS415,LOANS AND LEASES WEIGHT CATEGORY
RCRII,RCFDS416,LOANS AND LEASES WEIGHT CATEGORY
RCRII,RCFDS417,LOANS AND LEASES WEIGHT CATEGORY
RCRII,RCFDS419,TOTAL LOANS AND STATE EXPOSURES
RCRII,RCFDS420,LOANS AND LEASESRTED IN COLUMN A
RCRII,RCFDS421,LOANS AND LEASES WEIGHT CATEGORY
RCRII,RCFDS423,TOTAL LOANS AND R ON NONACCRUAL
RCRII,RCFDS424,LOANS AND LEASESRTED IN COLUMN A
RCRII,RCFDS425,LOANS AND LEASES WEIGHT CATEGORY
RCRII,RCFDS426,LOANS AND LEASES WEIGHT CATEGORY
RCRII,RCFDS427,LOANS AND LEASES WEIGHT CATEGORY
RCRII,RCFDS428,LOANS AND LEASES WEIGHT CATEGORY
RCRII,RCFDS429,LOANS AND LEASES WEIGHT CATEGORY
RCRII,RCFDS431,TOTAL LOANS AND OTHER EXPOSURES
RCRII,RCFDS432,LOANS AND LEASESRTED IN COLUMN A
RCRII,RCFDS433,LOANS AND LEASES WEIGHT CATEGORY
RCRII,RCFDS434,LOANS AND LEASES WEIGHT CATEGORY
RCRII,RCFDS435,LOANS AND LEASES WEIGHT CATEGORY
RCRII,RCFDS436,LOANS AND LEASES WEIGHT CATEGORY
RCRII,RCFDS437,LOANS AND LEASES WEIGHT CATEGORY
RCRII,RCFDS439,TOTAL LOANS AND TGAGE EXPOSURES
RCRII,RCFDS440,LOANS AND LEASESRTED IN COLUMN A
RCRII,RCFDS441,LOANS AND LEASES WEIGHT CATEGORY
RCRII,RCFDS442,LOANS AND LEASES WEIGHT CATEGORY
RCRII,RCFDS443,LOANS AND LEASES WEIGHT CATEGORY
RCRII,RCFDS445,TOTAL LOANS AND STATE EXPOSURES
RCRII,RCFDS446,LOANS AND LEASESRTED IN COLUMN A
RCRII,RCFDS447,LOANS AND LEASES WEIGHT CATEGORY
RCRII,RCFDS449,TOTAL LOANS AND R ON NONACCRUAL
RCRII,RCFDS450,LOANS AND LEASESRTED IN COLUMN A
RCRII,RCFDS451,LOANS AND LEASES WEIGHT CATEGORY
RCRII,RCFDS452,LOANS AND LEASES WEIGHT CATEGORY
RCRII,RCFDS453,LOANS AND LEASES WEIGHT CATEGORY
RCRII,RCFDS454,LOANS AND LEASES WEIGHT CATEGORY
RCRII,RCFDS455,LOANS AND LEASES WEIGHT CATEGORY
RCRII,RCFDS457,TOTAL LOANS AND OTHER EXPOSURES
RCRII,RCFDS458,LOANS AND LEASESRTED IN COLUMN A
RCRII,RCFDS459,LOANS AND LEASES WEIGHT CATEGORY
RCRII,RCFDS460,LOANS AND LEASES WEIGHT CATEGORY
RCRII,RCFDS461,LOANS AND LEASES WEIGHT CATEGORY
RCRII,RCFDS462,LOANS AND LEASES WEIGHT CATEGORY
RCRII,RCFDS463,LOANS AND LEASES WEIGHT CATEGORY
RCRII,RCFDS466,TRADING ASSETS
RCRII,RCFDS467,TRADING ASSETS
RCRII,RCFDS469,ALL OTHER ASSETSRTED IN COLUMN A
RCRII,RCFDS470,ALL OTHER ASSETS WEIGHT CATEGORY
RCRII,RCFDS471,ALL OTHER ASSETS WEIGHT CATEGORY
RCRII,RCFDS475,TOTAL ON BALANCE SCTY HTM SCTY
RCRII,RCFDS476,ON-BALANCE SHEETRTED IN COLUMN A
RCRII,RCFDS477,ON-BALANCE SHEETTION METHODOLOGY
RCRII,RCFDS478,ON-BALANCE SHEETTION METHODOLOGY
RCRII,RCFDS479,ON-BALANCE SHEETTION METHODOLOGY
RCRII,RCFDS480,TOTAL ON-BALANCE-SALE SECURITIES
RCRII,RCFDS481,ON-BALANCE SHEETRTED IN COLUMN A
RCRII,RCFDS482,ON-BALANCE SHEETTION METHODOLOGY
RCRII,RCFDS483,ON-BALANCE SHEETTION METHODOLOGY
RCRII,RCFDS484,ON-BALANCE SHEETTION METHODOLOGY
RCRII,RCFDS485,TOTAL ON-BALANCEDARDIZED CHARGES
RCRII,RCFDS486,ON-BALANCE SHEETRTED IN COLUMN A
RCRII,RCFDS487,ON-BALANCE SHEETLCULATION METHOD
RCRII,RCFDS488,ON-BALANCE SHEETLCULATION METHOD
RCRII,RCFDS489,ON-BALANCE SHEETLCULATION METHOD
